security_id,symbol,company_name,signal_date,entry_date,signal_close,entry_price,prev_daily_rsi,daily_rsi,daily_rsi_delta,weekly_rsi,weekly_end_date,monthly_rsi,monthly_end_date,daily_ema21
196,ARVIND,Arvind Limited,2018-03-20,2018-03-21,131.25814819335938,132.1708434719113,39.679573743205964,41.10509831794701,1.425524574741047,67.52823450382667,2018-03-16,99.99999995517742,2018-02-28,134.9843273127779
994,IFBIND,IFB Industries Limited,2018-03-20,2018-03-21,1297.800048828125,1288.050048828125,38.66404388268267,40.79043843260313,2.1263945499204624,68.2174174681802,2018-03-16,99.99999999939868,2018-02-28,1338.5858391610352
1025,INDIGO,InterGlobe Aviation Limited,2018-03-20,2018-03-21,1228.951416015625,1227.5177352390835,36.70801467688814,44.131491584281804,7.423476907393663,76.7955836270585,2018-03-16,99.99999999916241,2018-02-28,1255.7587953776313
1732,POLYPLEX,Polyplex Corporation Limited,2018-03-20,2018-03-21,294.7348937988281,294.16008316834007,39.88219474759619,42.00128185475092,2.1190871071547335,72.39526759471087,2018-03-16,99.99999997984364,2018-02-28,300.16740785307724
1934,SALZERELEC,Salzer Electronics Limited,2018-03-20,2018-03-21,198.25341796875,196.4993782834857,36.79513130988488,53.13718223638931,16.342050926504427,65.08258770235574,2018-03-16,99.99999997707137,2018-02-28,193.69650513065397
614,DOLLAR,Dollar Industries Limited,2018-03-21,2018-03-22,390.1824645996094,392.83618388927795,39.93327686564166,40.51922894610527,0.5859520804636134,67.63860251055902,2018-03-16,99.99999999014695,2018-02-28,402.568155137914
985,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,2018-03-21,2018-03-22,370.4674377441406,373.6213755279125,29.57679096637071,40.06984767162747,10.493056705256762,67.05251014805404,2018-03-16,99.99999998310727,2018-02-28,378.81133628669835
1277,LALPATHLAB,Dr. Lal Path Labs Ltd.,2018-03-21,2018-03-22,413.3857727050781,412.5878192234808,37.81777957218617,43.359237576715266,5.5414580045290975,78.7994890149293,2018-03-16,99.99999997303223,2018-02-28,420.11264611534983
1470,MOREPENLAB,Morepen Laboratories Limited,2018-03-21,2018-03-22,32.41134262084961,32.51091758067164,37.402753203168075,41.88891214508188,4.486158941913807,75.84328154937265,2018-03-16,99.99999966523983,2018-02-28,33.310977113745906
1520,NAVINFLUOR,Navin Fluorine International Limited,2018-03-21,2018-03-22,732.330078125,735.8522069000173,31.784853497361212,41.536910772047804,9.752057274686592,64.75264350424712,2018-03-16,99.99999999311166,2018-02-28,748.1570974560241
2156,STLTECH,Sterlite Technologies Limited,2018-03-21,2018-03-22,303.2637634277344,306.2612555882933,35.2128870371524,40.56618754228013,5.353300505127734,75.81003249876727,2018-03-16,99.99999978647205,2018-02-28,316.7050204653566
996,IFGLEXPOR,IFGL Refractories Limited,2018-03-22,2018-03-23,117.23956298828125,112.66786589383051,39.19138840163517,41.94835800699331,2.7569696053581367,72.52408915557749,2018-03-16,99.99999982906625,2018-02-28,118.79479100628119
1851,RESPONIND,Responsive Industries Limited,2018-03-22,2018-03-23,41.42755889892578,40.73213412643999,31.649490786363984,50.25293672198529,18.60344593562131,60.36239461297242,2018-03-16,99.99999998530544,2018-02-28,41.40008844928004
985,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,2018-03-23,2018-03-26,370.3218994140625,369.5454943586017,37.93501196547559,41.17344687301827,3.2384349075426826,67.05251014805404,2018-03-16,99.99999998310727,2018-02-28,377.0532415076019
196,ARVIND,Arvind Limited,2018-03-26,2018-03-27,130.83560180664062,132.45815207731818,36.70839942869332,43.08575038772736,6.37735095903404,63.713109017583804,2018-03-23,99.99999995517742,2018-02-28,133.4011837586401
446,CENTURYPLY,Century Plyboards (India) Limited,2018-03-26,2018-03-27,314.53179931640625,317.93692954807864,34.58445405159017,48.58358197629297,13.999127924702798,62.01671180610681,2018-03-23,99.99999998754087,2018-02-28,314.14590390997523
448,CEREBRAINT,Cerebra Integrated Technologies Limited,2018-03-26,2018-03-27,52.349998474121094,52.900001525878906,37.86738337033144,46.02924122203757,8.16185785170613,75.44218831659197,2018-03-23,99.99999996363637,2018-02-28,53.664895643823485
483,COALINDIA,Coal India Limited,2018-03-26,2018-03-27,140.78477478027344,141.11941138203062,35.1157038027675,41.630321534584255,6.514617731816756,83.91991095534715,2018-03-23,99.9999999785709,2018-02-28,143.4882240738603
684,ENIL,Entertainment Network (India) Limited,2018-03-26,2018-03-27,675.593994140625,670.3029073995859,37.19678086337838,49.490952948516274,12.294172085137895,73.13316433453507,2018-03-23,99.9999999922301,2018-02-28,672.3869432295933
1527,NCC,NCC Limited,2018-03-26,2018-03-27,104.5826644897461,105.68724405497493,37.72803680723095,43.67160976310211,5.943572955871161,60.38015328538419,2018-03-23,99.99999998769955,2018-02-28,107.52428031494091
1538,NELCO,NELCO Limited,2018-03-26,2018-03-27,150.96490478515625,152.56934448258093,38.931751123551706,48.16282959191844,9.231078468366732,61.11249509541793,2018-03-23,99.9999999982177,2018-02-28,154.34196595075295
2557,ZYDUSWELL,Zydus Wellness Limited,2018-03-26,2018-03-27,226.0986328125,226.2831582629839,37.67051990480687,42.4979581207345,4.827438215927629,79.54426113477946,2018-03-23,99.99999999796707,2018-02-28,233.38982814795506
546,DBCORP,D.B.Corp Limited,2018-03-27,2018-03-28,209.2994842529297,208.18779164589225,33.86358504266701,43.568427837020145,9.704842794353134,60.5385980578608,2018-03-23,99.99999998253844,2018-02-28,213.98006166587334
576,DENORA,De Nora India Limited,2018-03-27,2018-03-28,429.3122253417969,439.4573363156757,39.665238071733185,45.27650573816324,5.611267666430052,62.25344867955218,2018-03-23,99.99999999942398,2018-02-28,449.65207483650954
635,DYNPRO,Dynemic Products Limited,2018-03-27,2018-03-28,176.36207580566406,175.9769893363771,37.34267890942974,42.105526894374464,4.76284798494472,71.05805751493436,2018-03-23,99.9999999943698,2018-02-28,182.04249294651905
697,ESCORTS,Escorts Kubota Limited,2018-03-27,2018-03-28,782.487548828125,780.685136099972,36.87458526119306,44.70375930092498,7.829174039731917,61.98251134402192,2018-03-23,99.99999999870012,2018-02-28,793.6595292658288
1063,INVENTURE,Inventure Growth & Securities Limited,2018-03-27,2018-03-28,1.6628179550170898,1.6041301987250933,38.82107677898529,41.67157102128193,2.850494242296641,65.5952803044821,2018-03-23,99.99999974117439,2018-02-28,1.8432281076111454
1172,KAMDHENU,Kamdhenu Limited,2018-03-27,2018-03-28,12.368513107299805,12.057370410357896,38.939595239463735,45.19374678334698,6.254151543883246,87.29880894301678,2018-03-23,99.999999938571,2018-02-28,12.740015434488763
1277,LALPATHLAB,Dr. Lal Path Labs Ltd.,2018-03-27,2018-03-28,408.5980529785156,410.24088952943026,38.66868627516212,43.19246155356475,4.523775278402624,64.41096660402167,2018-03-23,99.99999997303223,2018-02-28,415.3964657782199
1401,MAYURUNIQ,Mayur Uniquoters Ltd,2018-03-27,2018-03-28,447.5704040527344,442.2550433599859,34.262059708187834,41.55898102738306,7.296921319195228,68.0769265797016,2018-03-23,99.99999999388656,2018-02-28,459.3637355657671
1470,MOREPENLAB,Morepen Laboratories Limited,2018-03-27,2018-03-28,31.564964294433594,31.41560166834064,36.38544933151523,40.62596582691955,4.240516495404314,71.99644553987756,2018-03-23,99.99999966523983,2018-02-28,32.65815112048569
1497,MUTHOOTCAP,Muthoot Capital Services Limited,2018-03-27,2018-03-28,725.8499755859375,719.0,37.27373417004607,44.02562108102565,6.751886910979579,67.5633800823522,2018-03-23,99.99999999283155,2018-02-28,743.7634090744383
2181,SUNFLAG,Sunflag Iron And Steel Company Limited,2018-03-27,2018-03-28,75.16864776611328,74.63486160007352,36.65376918610353,40.11335746034153,3.4595882742380013,65.71245922660965,2018-03-23,99.99999999315382,2018-02-28,79.98830180313965
2205,SURYAROSNI,Surya Roshni Limited,2018-03-27,2018-03-28,87.34873962402344,86.99839227791048,38.89276092790289,40.71442468485249,1.8216637569495973,68.61681679742739,2018-03-23,99.99999998923545,2018-02-28,91.8899540723913
2,21STCENMGM,21st Century Management Services Limited,2018-03-28,2018-04-02,32.239707946777344,32.78154988947537,38.410060861455015,43.62154994747728,5.211489086022262,77.80807383897717,2018-03-23,99.99999963088707,2018-02-28,32.95190359421536
28,ABBOTINDIA,Abbott India Limited,2018-03-28,2018-04-02,4816.31201171875,4813.706779397853,33.545713989403865,42.78222201911442,9.236508029710556,61.87502690276424,2018-03-23,99.99999999904092,2018-02-28,4870.639233215592
200,ASAHIINDIA,Asahi India Glass Limited,2018-04-02,2018-04-03,334.27056884765625,335.82367587811945,39.09084240865654,53.663916299830795,14.573073891174253,65.58060251066243,2018-03-28,84.37839365811617,2018-03-28,328.76964373289445
438,CELEBRITY,Celebrity Fashions Limited,2018-04-02,2018-04-03,15.25,15.649999618530273,31.42086336127076,40.23631640701403,8.815453045743268,65.06996280845809,2018-03-28,77.46113257400415,2018-03-28,16.181114374442053
631,DVL,Dhunseri Ventures Limited,2018-04-02,2018-04-03,113.18659973144531,115.81109486194006,32.837125667864555,42.1944615993938,9.357335931529242,75.99743351106676,2018-03-28,83.89086126462138,2018-03-28,116.63053043248533
757,GAEL,Gujarat Ambuja Exports Limited,2018-04-02,2018-04-03,58.259117126464844,57.7271921075364,39.30033862105144,46.26534524595106,6.9650066248996225,85.86523604899355,2018-03-28,90.62925123121995,2018-03-28,59.8059585741627
836,GOLDENTOBC,Golden Tobacco Limited,2018-04-02,2018-04-03,57.849998474121094,57.849998474121094,12.690462594265469,40.64724490110039,27.956782306834924,70.46485401836091,2018-03-28,76.01196546705447,2018-03-28,58.96607972471192
875,GTPL,GTPL Hathway Limited,2018-04-02,2018-04-03,125.15166473388672,124.46963726810263,35.13571231446559,49.12136653606313,13.985654221597535,74.16939623966331,2018-03-28,72.85940862292392,2018-03-28,123.64534131961568
1059,INTELLECT,Intellect Design Arena Limited,2018-04-02,2018-04-03,162.3122100830078,160.2668791381944,38.47789011243898,40.136639747674636,1.658749635235658,65.78907338303515,2018-03-28,87.92666451572907,2018-03-28,169.1608347071901
1357,MAITHANALL,Maithan Alloys Limited,2018-04-02,2018-04-03,742.7731323242188,749.2240795920242,35.18292362800875,41.00859472475009,5.825671096741338,75.45898488802769,2018-03-28,81.0512777947568,2018-03-28,770.4487438701632
1732,POLYPLEX,Polyplex Corporation Limited,2018-04-02,2018-04-03,287.2931213378906,291.61900932487106,36.76634650511395,40.25707944554064,3.490732940426689,66.8130709229367,2018-03-28,72.2958709468638,2018-03-28,293.0248548522054
1929,SAKSOFT,Saksoft Limited,2018-04-02,2018-04-03,16.552688598632812,16.545394086286052,36.884321330427355,42.75042341996961,5.866102089542252,66.25123019882452,2018-03-28,94.17152108987074,2018-03-28,16.948561360990713
2181,SUNFLAG,Sunflag Iron And Steel Company Limited,2018-04-02,2018-04-03,75.75098419189453,74.39221994688208,37.073868516856855,42.94426888564107,5.8704003687842174,63.0926615776728,2018-03-28,89.68600123209406,2018-03-28,79.02029005281507
2205,SURYAROSNI,Surya Roshni Limited,2018-04-02,2018-04-03,90.82958221435547,92.18574180285525,39.26336683540925,47.54089980815305,8.2775329727438,69.20159640299974,2018-03-28,89.78321419629891,2018-03-28,91.32578328141439
2480,VOLTAMP,Voltamp Transformers Limited,2018-04-02,2018-04-03,958.1393432617188,972.0960222660317,39.55661725863696,48.05797032841148,8.501353069774517,73.35655632543572,2018-03-28,94.15769923790069,2018-03-28,961.6547793433007
22,AARVI,Aarvi Encon Limited,2018-04-05,2018-04-06,65.4596176147461,65.4596176147461,35.845643081483004,43.91933395377268,8.073690872289674,64.06271843089502,2018-03-28,70.96068297517184,2018-03-28,66.47480268536296
1277,LALPATHLAB,Dr. Lal Path Labs Ltd.,2018-04-05,2018-04-06,411.4847106933594,409.30223577470457,37.520082822756855,47.991615909972865,10.47153308721601,68.01628248379872,2018-03-28,74.42028319776495,2018-03-28,412.512189485044
2505,WELCORP,Welspun Corp Limited,2018-04-05,2018-04-06,119.8430404663086,119.97157774109772,34.920807038827405,41.098385774876824,6.177578736049419,69.58314183159963,2018-03-28,83.38421498792256,2018-03-28,124.50686883473671
2505,WELCORP,Welspun Corp Limited,2018-04-09,2018-04-10,121.77114868164062,121.68544172440107,39.54050411360644,44.55648546952278,5.015981355916338,70.05809817875596,2018-04-06,83.38421498792256,2018-03-28,123.74170660795485
1049,INFY,Infosys Limited,2018-04-11,2018-04-12,442.11712646484375,444.16206683550354,39.82715884239891,43.96234750163636,4.13518865923745,85.84369638422942,2018-04-06,87.68686742834446,2018-03-28,448.48256012549336
1063,INVENTURE,Inventure Growth & Securities Limited,2018-04-11,2018-04-12,1.6481459140777588,1.6285833544634647,39.32259887018051,42.93519911913248,3.6126002489519706,62.96478373721769,2018-04-06,98.75000128906197,2018-03-28,1.734562383388245
1401,MAYURUNIQ,Mayur Uniquoters Ltd,2018-04-17,2018-04-18,448.74639892578125,449.4519275297632,39.547046488870556,41.94314818042312,2.396101691552566,68.27929542816423,2018-04-13,86.50894893789831,2018-03-28,457.45418820790763
1689,PERSISTENT,Persistent Systems Limited,2018-04-19,2018-04-20,320.7118225097656,318.5119715224161,33.37277405072257,42.83270957158498,9.459935520862409,71.84616833343445,2018-04-13,85.71971956926183,2018-03-28,325.8226601319147
923,HEG,HEG Limited,2018-04-20,2018-04-23,465.58306884765625,474.4559320740618,37.455576505348745,43.516032545391646,6.060456040042901,78.4476665630778,2018-04-13,99.99999999621356,2018-03-28,484.76196564040805
1875,ROML,Raj Oil Mills Limited,2018-04-20,2018-04-23,48.0,48.0,39.50360697005869,44.79940537428382,5.295798404225131,78.34465422253227,2018-04-13,92.85714285714286,2018-03-28,50.00593201906482
635,DYNPRO,Dynemic Products Limited,2018-04-23,2018-04-24,179.77957153320312,182.37879139541582,34.63278356012762,45.6523147612444,11.019531201116777,60.71194593479823,2018-04-20,92.60617706862338,2018-03-28,185.21154323678803
1401,MAYURUNIQ,Mayur Uniquoters Ltd,2018-04-23,2018-04-24,460.2237548828125,456.31958898129807,36.04678682953018,52.51848938194287,16.471702552412694,64.66892025432136,2018-04-20,86.50894893789831,2018-03-28,454.90678749366833
1948,SANOFI,Sanofi India Limited,2018-04-24,2018-04-25,3516.858154296875,3503.923368408103,36.818836600661925,40.1468441462944,3.328007545632474,64.96550683937488,2018-04-20,99.99999999885193,2018-03-28,3583.5263609364315
684,ENIL,Entertainment Network (India) Limited,2018-04-27,2018-04-30,651.5218505859375,648.2804459319306,39.67711344587505,41.86311296654808,2.185999520673029,68.10971027913922,2018-04-20,99.9999999926224,2018-03-28,662.4738066580006
923,HEG,HEG Limited,2018-04-27,2018-04-30,449.5174865722656,454.19448454483694,37.90554173083447,40.00905713876265,2.103515407928178,77.48162200423658,2018-04-20,99.99999999621356,2018-03-28,473.2440312902236
1172,KAMDHENU,Kamdhenu Limited,2018-04-27,2018-04-30,12.015055656433105,12.027501815150352,38.88889472369452,41.8103492978175,2.9214545741229827,84.05163917749404,2018-04-20,93.55193532917723,2018-03-28,12.421918255631976
1732,POLYPLEX,Polyplex Corporation Limited,2018-04-30,2018-05-02,290.2274475097656,290.40899402969745,39.11400106850959,48.815689054907715,9.701687986398127,63.1217385978812,2018-04-27,72.2958709468638,2018-03-28,290.18728364607114
2505,WELCORP,Welspun Corp Limited,2018-04-30,2018-05-02,121.77114868164062,121.98537997886564,38.3228212851503,46.87634873426003,8.55352744910973,65.56047349864889,2018-04-27,83.38421498792256,2018-03-28,123.31988814732941
1870,RML,Rane (Madras) Limited,2018-05-03,2018-05-04,871.3170776367188,870.5641894287752,39.859499434363656,47.99733896001112,8.137839525647465,73.2971367083889,2018-04-27,89.78933782459276,2018-04-30,886.9135822055046
438,CELEBRITY,Celebrity Fashions Limited,2018-05-07,2018-05-08,15.300000190734863,15.5,39.98266981878631,43.216888546127436,3.2342187273411227,63.03132354525342,2018-05-04,78.98550096486983,2018-04-30,16.0114374492847
1357,MAITHANALL,Maithan Alloys Limited,2018-05-07,2018-05-08,741.7132568359375,744.6161500827192,39.851359197136006,42.47239997083012,2.621040773694112,69.94762840940894,2018-05-04,81.84524236195159,2018-04-30,769.9812778354409
1732,POLYPLEX,Polyplex Corporation Limited,2018-05-07,2018-05-08,290.01568603515625,292.2240721224949,39.80582031496915,50.33270553040996,10.526885215440814,62.30766719682775,2018-05-04,73.99569540432209,2018-04-30,288.6682825908987
684,ENIL,Entertainment Network (India) Limited,2018-05-08,2018-05-09,642.178955078125,643.6566198273825,38.18048862370983,43.594636700451275,5.414148076741448,63.86011909009223,2018-05-04,77.82980184903518,2018-04-30,651.9752742350469
1172,KAMDHENU,Kamdhenu Limited,2018-05-08,2018-05-09,12.361045837402344,12.59502415169419,39.653541747027454,50.839155244034544,11.18561349700709,82.47818882955312,2018-05-04,93.564899121758,2018-04-30,12.249818707467249
2356,TVTODAY,TV Today Network Limited,2018-05-08,2018-05-09,302.5302734375,302.00020111923953,39.97641177560414,42.97358132323263,2.997169547628488,70.42054439863121,2018-05-04,94.89871323835551,2018-04-30,309.914099127293
1875,ROML,Raj Oil Mills Limited,2018-05-09,2018-05-10,46.0,44.0,39.767230596068735,43.11216705505982,3.3449364589910857,75.113631917308,2018-05-04,90.86021505376344,2018-04-30,47.89192793061552
684,ENIL,Entertainment Network (India) Limited,2018-05-11,2018-05-14,641.5116577148438,638.794495505872,39.489101631446104,44.84769174090835,5.358590109462249,63.86011909009223,2018-05-04,77.82980184903518,2018-04-30,648.3696244153743
1063,INVENTURE,Inventure Growth & Securities Limited,2018-05-11,2018-05-14,1.6090208292007446,1.628583458523941,39.18809363762001,48.489976771430655,9.301883133810648,60.53892608016191,2018-05-04,96.16105018075572,2018-04-30,1.6047084955517437
1357,MAITHANALL,Maithan Alloys Limited,2018-05-11,2018-05-14,726.2312622070312,732.635930830012,37.94627605755039,40.220284768251474,2.2740087107010822,69.94762840940894,2018-05-04,81.84524236195159,2018-04-30,756.5192723166919
1470,MOREPENLAB,Morepen Laboratories Limited,2018-05-14,2018-05-15,33.55644607543945,34.20367176678069,39.322480808575634,40.92161396754758,1.599133158971945,66.29640454384901,2018-05-11,71.83650384500474,2018-04-30,35.474737522925764
1934,SALZERELEC,Salzer Electronics Limited,2018-05-14,2018-05-15,193.03872680664062,193.4179692621897,38.67043102058621,54.299062876650815,15.628631856064608,60.46078333689999,2018-05-11,83.4784845064886,2018-04-30,190.24272696240422
2356,TVTODAY,TV Today Network Limited,2018-05-14,2018-05-15,293.5523681640625,294.8444165607402,33.11745038659288,40.753561676663004,7.636111290070126,66.74145727011792,2018-05-11,94.89871323835551,2018-04-30,303.9930919801334
635,DYNPRO,Dynemic Products Limited,2018-05-15,2018-05-16,171.59681701660156,173.23336051729123,39.39088524264436,42.51423254274525,3.123347300100889,60.101505963046066,2018-05-11,93.10636002907472,2018-04-30,177.47849022338218
836,GOLDENTOBC,Golden Tobacco Limited,2018-05-15,2018-05-16,61.0,61.0,39.44158103216547,43.87598019574703,4.43439916358156,65.74139189940796,2018-05-11,82.29936323878555,2018-04-30,62.553820552708224
1374,MANINDS,Man Industries (India) Limited,2018-05-15,2018-05-16,109.92362976074219,110.31620051653545,32.17887302672415,41.76906048798155,9.5901874612574,60.59944823605921,2018-05-11,96.31746643104387,2018-04-30,113.48090662657138
